timestamp,residual_load,total_load,solar,wind_onshore,wind_offshore,wind_total,weather_temperature,weather_wind_100m,weather_radiation,weather_temperature_forecast,weather_wind_100m_forecast,weather_radiation_forecast,hour,day_of_week,month,day_of_year,week_of_year,is_weekend,is_holiday,hour_sin,hour_cos,month_sin,month_cos,dow_sin,dow_cos,total_load_lag24,total_load_lag168,solar_lag24,solar_lag168,wind_total_lag24,wind_total_lag168
2024-04-10 08:00:00+00:00,29116.75,64533.75,19292.25,13927.5,2197.25,16124.75,8.496391015407374,17.840404634757384,234.76711883408072,9.59908530901286,28.68486144380301,236.84837616219008,8,2,4,101,15,0,0,0.8660254037844387,-0.49999999999999983,0.8660254037844387,-0.49999999999999983,0.9749279121818236,-0.22252093395631434,63152.5,63366.5,17385.5,12756.5,20250.5,11756.25
2024-04-10 09:00:00+00:00,25333.5,65356.0,24546.75,13056.0,2419.75,15475.75,9.410683481787784,16.71330448971519,315.64125560538116,10.627498906901154,25.40767072824811,332.92678606017563,9,2,4,101,15,0,0,0.7071067811865476,-0.7071067811865475,0.8660254037844387,-0.49999999999999983,0.9749279121818236,-0.22252093395631434,63477.75,63591.0,19775.0,15478.75,21365.25,11724.5
2024-04-10 10:00:00+00:00,22510.75,64500.25,26931.5,12193.5,2864.5,15058.0,10.30026462026082,15.404993077531646,369.97399103139014,11.528684750626484,24.244083243430055,418.0085646952479,10,2,4,101,15,0,0,0.49999999999999994,-0.8660254037844387,0.8660254037844387,-0.49999999999999983,0.9749279121818236,-0.22252093395631434,63788.5,63602.75,20373.5,16316.25,24084.75,12351.0
2024-04-10 11:00:00+00:00,21754.0,63206.5,27092.0,11224.5,3136.0,14360.5,11.111558649759742,14.566298292457803,423.04096412556055,12.302146996472812,23.5334113912066,450.252388946281,11,2,4,101,15,0,0,0.258819045102521,-0.9659258262890682,0.8660254037844387,-0.49999999999999983,0.9749279121818236,-0.22252093395631434,62917.5,62673.25,19714.0,16073.0,26252.75,12436.0
2024-04-10 12:00:00+00:00,21139.0,61086.0,26051.25,10088.5,3807.25,13895.75,11.848277540070445,14.636668809335443,469.322567264574,12.737022688942687,23.237227513819704,487.34641335227275,12,2,4,101,15,0,0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.49999999999999983,0.9749279121818236,-0.22252093395631434,62052.0,61375.0,17318.25,14501.0,29150.75,13026.5
2024-04-10 13:00:00+00:00,22755.75,60004.75,23786.75,9473.5,3988.75,13462.25,12.373193843303754,14.248964431698312,513.2020852017937,13.178194220034593,22.842753394231092,486.0842813791322,13,2,4,101,15,0,0,-0.2588190451025208,-0.9659258262890683,0.8660254037844387,-0.49999999999999983,0.9749279121818236,-0.22252093395631434,61037.75,60361.25,13314.5,11647.75,31141.75,13342.0
2024-04-10 14:00:00+00:00,26257.5,58626.75,19225.0,8871.0,4273.25,13144.25,12.522457229288536,14.491194208201478,390.2986547085202,13.464050932759775,22.596669163321753,404.4126033057851,14,2,4,101,15,0,0,-0.4999999999999998,-0.8660254037844388,0.8660254037844387,-0.49999999999999983,0.9749279121818236,-0.22252093395631434,60985.25,58925.0,9105.75,8526.25,32849.25,13606.0
2024-04-10 15:00:00+00:00,33365.0,58686.25,13079.25,7892.75,4349.25,12242.0,12.545402324621929,14.672795111418775,300.2248150224215,13.418866360926298,21.965208423158032,324.80055607567147,15,2,4,101,15,0,0,-0.7071067811865471,-0.7071067811865479,0.8660254037844387,-0.49999999999999983,0.9749279121818236,-0.22252093395631434,60882.25,59159.75,5534.5,5125.25,33643.25,14302.0
2024-04-10 16:00:00+00:00,43325.75,59261.5,6698.5,5225.0,4012.25,9237.25,12.352282895243226,13.818367368802743,194.96622197309415,13.279098430427997,20.453661170477215,239.86718669292355,16,2,4,101,15,0,0,-0.8660254037844384,-0.5000000000000004,0.8660254037844387,-0.49999999999999983,0.9749279121818236,-0.22252093395631434,62027.5,60267.25,2556.5,2133.5,33614.5,14993.5
2024-04-10 17:00:00+00:00,49888.25,59734.0,1637.25,3427.0,4781.5,8208.5,11.912852320177802,12.500594260944093,114.48968609865472,12.859571596891827,17.351009089799938,149.27033832644628,17,2,4,101,15,0,0,-0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.49999999999999983,0.9749279121818236,-0.22252093395631434,61788.25,61180.75,654.25,393.75,32382.75,16940.25
2024-04-10 18:00:00+00:00,50704.75,58672.25,36.75,3338.25,4592.5,7930.75,10.378641213102291,12.59570749274789,39.87264573991031,11.81831381416525,16.342268090615395,44.58014813888172,18,2,4,101,15,0,0,-1.0,-1.8369701987210297e-16,0.8660254037844387,-0.49999999999999983,0.9749279121818236,-0.22252093395631434,60487.25,59999.0,27.75,8.0,32615.75,19939.75
2024-04-10 19:00:00+00:00,46741.25,55688.25,5.0,4247.25,4694.75,8942.0,9.213353657481983,14.623433709124471,0.5515695067264574,10.665795232192703,16.563759515509158,0.3989540289256198,19,2,4,101,15,0,0,-0.9659258262890684,0.2588190451025203,0.8660254037844387,-0.49999999999999983,0.9749279121818236,-0.22252093395631434,57710.25,56857.25,6.5,6.25,32637.5,23262.0
2024-04-10 20:00:00+00:00,40536.0,51873.75,7.5,6072.5,5257.75,11330.25,8.197115442435729,15.45971312961498,0.0,9.76496569194592,16.057488891719434,0.0,20,2,4,101,15,0,0,-0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.49999999999999983,0.9749279121818236,-0.22252093395631434,53368.0,54151.5,5.0,4.0,30652.5,25495.5
2024-04-10 21:00:00+00:00,34002.25,48212.5,6.25,9090.5,5113.5,14204.0,7.081747178094028,18.015120483913503,0.0,8.236607958477261,18.38557061628398,0.0,21,2,4,101,15,0,0,-0.7071067811865477,0.7071067811865474,0.8660254037844387,-0.49999999999999983,0.9749279121818236,-0.22252093395631434,49873.25,50747.0,6.0,4.0,30274.25,26894.75
2024-04-10 22:00:00+00:00,27235.0,45106.5,8.25,12573.5,5289.75,17863.25,6.50029532539713,19.42873343552215,0.0,7.627019624697605,21.653856229551884,0.0,22,2,4,101,15,0,0,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.49999999999999983,0.9749279121818236,-0.22252093395631434,46844.25,47742.75,6.0,4.25,29678.25,27267.5
2024-04-10 23:00:00+00:00,23411.75,43993.75,7.75,15769.75,4804.5,20574.25,6.023811002083012,20.390273519910338,0.0,7.1269524371112105,23.403671707349396,0.0,23,2,4,101,15,0,0,-0.25881904510252157,0.9659258262890681,0.8660254037844387,-0.49999999999999983,0.9749279121818236,-0.22252093395631434,45679.0,45669.25,6.25,4.5,28903.25,28164.75
2024-04-11 00:00:00+00:00,22176.0,43994.25,7.25,17703.25,4107.75,21811.0,5.809526043041139,20.943289161392403,0.0,6.406667023503683,24.862073153311822,0.0,0,3,4,102,15,0,0,0.0,1.0,0.8660254037844387,-0.49999999999999983,0.43388373911755823,-0.900968867902419,44083.0,44371.5,6.25,4.0,27329.0,28497.0
2024-04-11 01:00:00+00:00,22074.0,44616.0,6.75,18257.25,4278.0,22535.25,5.473219540206977,22.66252925566983,0.0,6.271631232450305,25.964344961345883,0.0,1,3,4,102,15,0,0,0.25881904510252074,0.9659258262890683,0.8660254037844387,-0.49999999999999983,0.43388373911755823,-0.900968867902419,44388.5,44805.0,6.5,4.25,25981.75,29599.5
2024-04-11 02:00:00+00:00,23364.5,46021.5,6.25,18228.5,4422.25,22650.75,5.174272283544681,22.213145025712027,0.0,6.016847564644631,26.75244407469633,0.0,2,3,4,102,15,0,0,0.49999999999999994,0.8660254037844387,0.8660254037844387,-0.49999999999999983,0.43388373911755823,-0.900968867902419,45269.25,45907.5,7.0,4.25,24451.0,28362.75
2024-04-11 03:00:00+00:00,26892.0,50337.0,7.0,19340.25,4097.75,23438.0,5.13667581564044,21.917398882515823,0.0,5.683796718030676,27.38748571479036,0.0,3,3,4,102,15,0,0,0.7071067811865475,0.7071067811865476,0.8660254037844387,-0.49999999999999983,0.43388373911755823,-0.900968867902419,48518.5,48717.5,6.25,4.5,23340.25,27533.0
2024-04-11 04:00:00+00:00,32244.5,57211.5,255.0,20949.5,3762.5,24712.0,5.495653861625469,21.21227642075422,0.0,5.5973831277490875,27.63649019843303,0.0,4,3,4,102,15,0,0,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.49999999999999983,0.43388373911755823,-0.900968867902419,56122.25,55380.5,46.5,39.75,23541.75,28205.25
2024-04-11 05:00:00+00:00,33212.0,61706.0,3946.75,20457.25,4090.0,24547.25,5.289323123553368,21.924609210179327,3.4573991031390134,5.586147677023516,28.40290041438079,4.681818270092168,5,3,4,102,15,0,0,0.9659258262890683,0.25881904510252074,0.8660254037844387,-0.49999999999999983,0.43388373911755823,-0.900968867902419,60930.75,59725.75,1668.25,1815.0,21091.0,28203.25
2024-04-11 06:00:00+00:00,30436.25,64685.0,11734.5,18278.5,4235.75,22514.25,7.145540048168378,22.03906348892405,73.05710061659192,6.598812075819459,29.183494356947776,67.67090691180269,6,3,4,102,15,0,0,1.0,6.123233995736766e-17,0.8660254037844387,-0.49999999999999983,0.43388373911755823,-0.900968867902419,63654.25,61819.75,6239.75,6583.5,18106.5,26531.25
2024-04-11 07:00:00+00:00,24391.25,64991.5,20101.5,16349.5,4149.25,20498.75,9.207321728950872,21.382997840849157,198.4406614349776,8.363851735775375,27.413853604536943,186.8321708742252,7,3,4,102,15,0,0,0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.49999999999999983,0.43388373911755823,-0.900968867902419,64363.25,62149.5,12863.5,11938.75,16873.75,25600.5
2024-04-11 08:00:00+00:00,19593.25,67257.75,25789.0,17301.0,4574.5,21875.5,10.880895190023072,20.08011603375527,339.82751121076234,10.26349959878841,25.96939891301478,309.13526560885845,8,3,4,102,15,0,0,0.8660254037844387,-0.49999999999999983,0.8660254037844387,-0.49999999999999983,0.43388373911755823,-0.900968867902419,64533.75,63455.25,19292.25,14672.25,16124.75,25280.5
2024-04-11 09:00:00+00:00,15502.25,66252.0,28475.25,17815.5,4459.0,22274.5,12.052762852345948,18.0602740967827,454.78205156950673,12.221948760463606,25.653586317066768,411.122971009814,9,3,4,102,15,0,0,0.7071067811865476,-0.7071067811865475,0.8660254037844387,-0.49999999999999983,0.43388373911755823,-0.900968867902419,65356.0,63666.25,24546.75,15160.25,15475.75,26305.75
2024-04-11 10:00:00+00:00,13728.5,64268.5,29349.5,17206.5,3984.0,21190.5,13.277503847376773,17.43663823510021,559.500134529148,13.55235601302431,26.618676124929205,502.55394660382234,10,3,4,102,15,0,0,0.49999999999999994,-0.8660254037844387,0.8660254037844387,-0.49999999999999983,0.43388373911755823,-0.900968867902419,64500.25,63324.5,26931.5,14168.75,15058.0,28521.25
2024-04-11 11:00:00+00:00,13585.25,62534.75,29231.5,15571.25,4146.75,19718.0,14.338847300605316,17.327072207937764,588.9324215246637,14.591857478637625,25.720416350889938,537.0532347623966,11,3,4,102,15,0,0,0.258819045102521,-0.9659258262890682,0.8660254037844387,-0.49999999999999983,0.43388373911755823,-0.900968867902419,63206.5,63135.0,27092.0,13597.0,14360.5,30469.0
2024-04-11 12:00:00+00:00,14548.75,61653.5,28133.75,14260.25,4710.75,18971.0,15.015589807784645,18.53073073246308,580.3061547085201,15.279580557886597,24.99901400182662,535.5660640495868,12,3,4,102,15,0,0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.49999999999999983,0.43388373911755823,-0.900968867902419,61086.0,61591.25,26051.25,12742.75,13895.75,32190.5
2024-04-11 13:00:00+00:00,17836.75,59393.5,24995.0,12722.5,3839.25,16561.75,15.486104930758671,18.65045498747363,564.4977578475336,15.756234910551372,24.724110295292103,527.5168404571281,13,3,4,102,15,0,0,-0.2588190451025208,-0.9659258262890683,0.8660254037844387,-0.49999999999999983,0.43388373911755823,-0.900968867902419,60004.75,60341.5,23786.75,12699.0,13462.25,33548.75
2024-04-11 14:00:00+00:00,23467.25,58482.0,20026.0,10697.0,4291.75,14988.75,15.661648654781146,18.315705679720462,483.9031390134529,16.096379457167245,24.67939247211251,446.8677621384297,14,3,4,102,15,0,0,-0.4999999999999998,-0.8660254037844388,0.8660254037844387,-0.49999999999999983,0.43388373911755823,-0.900968867902419,58626.75,59984.0,19225.0,10922.75,13144.25,35554.0
2024-04-11 15:00:00+00:00,31944.0,58949.25,13078.25,9437.5,4489.5,13927.0,15.702969083309508,17.056672435390297,405.01643497757846,16.31093111987685,22.779874753665137,342.5464488636364,15,3,4,102,15,0,0,-0.7071067811865471,-0.7071067811865479,0.8660254037844387,-0.49999999999999983,0.43388373911755823,-0.900968867902419,58686.25,60038.75,13079.25,8150.0,12242.0,35585.25
